InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,TotalPrice
577735,23188,VINTAGE  2 METRE FOLDING RULER,12,2011-11-21 13:14:00,1.65,14482.0,United Kingdom,19.8
562378,35970,ZINC FOLKART SLEIGH BELLS,6,2011-08-04 15:07:00,1.69,15046.0,United Kingdom,10.14
539250,85034C,3 ROSE MORRIS BOXED CANDLES,12,2010-12-16 13:44:00,1.25,15157.0,United Kingdom,15.0
536749,21416,CLAM SHELL LARGE,1,2010-12-02 13:49:00,3.75,17976.0,United Kingdom,3.75
545845,23176,ABC TREASURE BOOK BOX ,1,2011-03-07 13:38:00,2.25,12754.0,Japan,2.25
541843,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,2011-01-23 12:08:00,2.95,13659.0,United Kingdom,5.9
550157,22892,SET OF SALT AND PEPPER TOADSTOOLS,6,2011-04-14 15:26:00,1.25,16393.0,United Kingdom,7.5
540856,22726,ALARM CLOCK BAKELIKE GREEN,4,2011-01-12 10:16:00,3.75,16655.0,United Kingdom,15.0
565472,23404,HOME SWEET HOME BLACKBOARD,2,2011-09-05 10:15:00,4.95,16255.0,United Kingdom,9.9
567074,20713,JUMBO BAG OWLS,10,2011-09-16 12:22:00,2.08,17068.0,United Kingdom,20.8
581175,22343,PARTY PIZZA DISH RED RETROSPOT,96,2011-12-07 15:16:00,0.19,14646.0,Netherlands,18.24
572203,23002,TRAVEL CARD WALLET SKULLS,24,2011-10-21 12:05:00,0.42,17068.0,United Kingdom,10.08
563360,21524,DOORMAT SPOTTY HOME SWEET HOME,2,2011-08-15 15:06:00,7.95,15023.0,United Kingdom,15.9
575989,84978,HANGING HEART JAR T-LIGHT HOLDER,6,2011-11-13 14:20:00,1.25,14698.0,United Kingdom,7.5
558558,23206,LUNCH BAG APPLE DESIGN,2,2011-06-30 13:17:00,1.65,17841.0,United Kingdom,3.3
559697,21977,PACK OF 60 PINK PAISLEY CAKE CASES,1,2011-07-11 17:03:00,0.55,15577.0,United Kingdom,0.55
571665,22952,60 CAKE CASES VINTAGE CHRISTMAS,24,2011-10-18 12:59:00,0.55,12540.0,Spain,13.2
558339,23032,DRAWER KNOB CRACKLE GLAZE IVORY,6,2011-06-28 13:55:00,1.65,16928.0,United Kingdom,9.9
551774,21161,KEEP OUT BOYS DOOR HANGER ,1,2011-05-04 11:12:00,1.45,14606.0,United Kingdom,1.45
573481,23212,HEART WREATH DECORATION WITH BELL,12,2011-10-31 11:10:00,1.25,13994.0,United Kingdom,15.0
548711,22417,PACK OF 60 SPACEBOY CAKE CASES,1,2011-04-03 14:24:00,0.55,18116.0,United Kingdom,0.55
566968,82486,3 DRAWER ANTIQUE WHITE WOOD CABINET,2,2011-09-15 18:49:00,8.95,16350.0,United Kingdom,17.9
578944,23493,VINTAGE DOILY TRAVEL SEWING KIT,1,2011-11-27 13:41:00,1.95,16005.0,United Kingdom,1.95
572037,23126,FELTCRAFT GIRL AMELIE KIT,4,2011-10-20 12:07:00,4.95,17365.0,United Kingdom,19.8
544888,22669,RED BABY BUNTING ,5,2011-02-24 11:55:00,2.95,14231.0,United Kingdom,14.75
577109,22727,ALARM CLOCK BAKELIKE RED ,4,2011-11-17 17:50:00,3.75,16042.0,United Kingdom,15.0
563546,22728,ALARM CLOCK BAKELIKE PINK,1,2011-08-17 12:24:00,3.75,16729.0,United Kingdom,3.75
574474,37475,SET/4 COLOURFUL MIXING BOWLS,1,2011-11-04 12:05:00,9.95,17979.0,United Kingdom,9.95
572895,22223,CAKE PLATE LOVEBIRD PINK,3,2011-10-26 14:39:00,4.95,12569.0,Germany,14.85
550324,22672,FRENCH BATHROOM SIGN BLUE METAL,12,2011-04-17 13:02:00,1.65,12997.0,United Kingdom,19.8
554098,84755,COLOUR GLASS T-LIGHT HOLDER HANGING,6,2011-05-22 13:01:00,0.65,14769.0,United Kingdom,3.9
541485,21166,COOK WITH WINE METAL SIGN ,1,2011-01-18 13:05:00,1.95,18118.0,United Kingdom,1.95
548740,22499,WOODEN UNION JACK BUNTING,6,2011-04-04 11:34:00,5.95,13319.0,United Kingdom,35.7
572552,23183,MOTHER'S KITCHEN SPOON REST ,1,2011-10-24 17:07:00,7.46,14096.0,United Kingdom,7.46
537658,22188,BLACK HEART CARD HOLDER,36,2010-12-07 16:43:00,2.31,18102.0,United Kingdom,83.16
538683,22297,HEART IVORY TRELLIS SMALL,24,2010-12-13 17:40:00,1.25,14525.0,United Kingdom,30.0
543555,22849,BREAD BIN DINER STYLE MINT,4,2011-02-10 10:18:00,14.95,17686.0,United Kingdom,59.8
550912,82484,WOOD BLACK BOARD ANT WHITE FINISH,2,2011-04-21 13:17:00,7.95,13267.0,United Kingdom,15.9
558086,21745,GAOLERS KEYS DECORATIVE GARDEN ,6,2011-06-26 11:59:00,3.75,16728.0,United Kingdom,22.5
545022,20971,PINK BLUE FELT CRAFT TRINKET BOX,12,2011-02-25 14:24:00,1.25,12921.0,United Kingdom,15.0
576615,23349,ROLL WRAP VINTAGE CHRISTMAS,5,2011-11-15 16:42:00,1.25,17231.0,United Kingdom,6.25
575687,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,16,2011-11-10 16:03:00,3.75,16126.0,United Kingdom,60.0
567429,21479,WHITE SKULL HOT WATER BOTTLE ,4,2011-09-20 11:39:00,4.25,17686.0,United Kingdom,17.0
540178,20973,12 PENCIL SMALL TUBE WOODLAND,24,2011-01-05 12:42:00,0.65,12681.0,France,15.6
576897,22307,GOLD MUG BONE CHINA TREE OF LIFE,24,2011-11-17 08:41:00,1.06,17828.0,Malta,25.44
538999,85141,JARDIN ETCHED GLASS FRUITBOWL,2,2010-12-15 12:09:00,10.75,16003.0,United Kingdom,21.5
574964,22952,60 CAKE CASES VINTAGE CHRISTMAS,24,2011-11-08 10:29:00,0.55,13329.0,United Kingdom,13.2
573364,22728,ALARM CLOCK BAKELIKE PINK,1,2011-10-30 13:09:00,3.75,14710.0,United Kingdom,3.75
579499,22382,LUNCH BAG SPACEBOY DESIGN ,10,2011-11-29 15:59:00,1.65,17682.0,United Kingdom,16.5
544998,20749,ASSORTED COLOUR MINI CASES,1,2011-02-25 11:56:00,7.95,14470.0,United Kingdom,7.95
575828,21169,YOU'RE CONFUSING ME METAL SIGN ,12,2011-11-11 11:34:00,1.69,17162.0,United Kingdom,20.28
554938,22965,3 TRADITIONAl BISCUIT CUTTERS  SET,6,2011-05-27 13:34:00,2.1,12876.0,Belgium,12.6
547106,21240,BLUE POLKADOT CUP,6,2011-03-21 11:24:00,0.85,15039.0,United Kingdom,5.1
543245,21812,GARLAND WITH HEARTS AND BELLS,1,2011-02-04 14:08:00,4.95,16725.0,United Kingdom,4.95
547918,85032A,ROMANTIC IMAGES GIFT WRAP SET,6,2011-03-28 12:49:00,2.1,15249.0,United Kingdom,12.6
538419,84978,HANGING HEART JAR T-LIGHT HOLDER,12,2010-12-12 12:01:00,1.25,16367.0,United Kingdom,15.0
552278,82482,WOODEN PICTURE FRAME WHITE FINISH,4,2011-05-08 12:36:00,2.55,15059.0,United Kingdom,10.2
540508,82482,WOODEN PICTURE FRAME WHITE FINISH,2,2011-01-09 11:20:00,2.55,14810.0,United Kingdom,5.1
576841,23454,THREE MINI HANGING FRAMES,1,2011-11-16 15:26:00,4.15,17368.0,United Kingdom,4.15
547100,84836,ZINC METAL HEART DECORATION,12,2011-03-21 10:31:00,1.25,15615.0,United Kingdom,15.0
550630,21088,SET/6 FRUIT SALAD PAPER CUPS,144,2011-04-19 14:49:00,0.19,14298.0,United Kingdom,27.36
570423,23275,SET OF 3 HANGING OWLS OLLIE BEAK,4,2011-10-10 13:38:00,1.25,14451.0,United Kingdom,5.0
570027,22727,ALARM CLOCK BAKELIKE RED ,4,2011-10-07 10:41:00,3.75,14844.0,United Kingdom,15.0
578757,23126,FELTCRAFT GIRL AMELIE KIT,1,2011-11-25 11:41:00,4.95,12748.0,United Kingdom,4.95
567477,21558,SKULL LUNCH BOX WITH CUTLERY ,3,2011-09-20 13:20:00,2.55,16327.0,United Kingdom,7.649999999999999
577517,23218,LAUREL STAR ANTIQUE GOLD,3,2011-11-20 13:16:00,1.25,16710.0,United Kingdom,3.75
578996,47591D,PINK FAIRY CAKE CHILDRENS APRON,3,2011-11-27 16:02:00,1.95,13991.0,United Kingdom,5.85
541489,84988,SET OF 72 PINK HEART PAPER DOILIES,4,2011-01-18 13:38:00,1.45,15023.0,United Kingdom,5.8
560650,23310,BUBBLEGUM RING ASSORTED,36,2011-07-20 11:38:00,0.42,15529.0,United Kingdom,15.12
546117,22189,CREAM HEART CARD HOLDER,6,2011-03-09 13:56:00,3.95,16771.0,United Kingdom,23.700000000000003
553202,21084,SET/6 COLLAGE PAPER CUPS,8,2011-05-15 16:02:00,0.19,15854.0,United Kingdom,1.52
540537,22695,WICKER WREATH SMALL,4,2011-01-09 14:28:00,1.45,13565.0,United Kingdom,5.8
580527,23302,KNEELING MAT HOUSEWORK  DESIGN,1,2011-12-04 15:19:00,0.79,13736.0,United Kingdom,0.79
580907,23148,MINIATURE ANTIQUE ROSE HOOK IVORY,12,2011-12-06 13:13:00,0.83,13507.0,United Kingdom,9.96
547934,20676,RED RETROSPOT BOWL,8,2011-03-28 14:07:00,1.25,12474.0,Germany,10.0
555349,21746,SMALL RED RETROSPOT WINDMILL,2,2011-06-02 12:08:00,1.25,16729.0,United Kingdom,2.5
566976,21912,VINTAGE SNAKES & LADDERS,4,2011-09-16 09:27:00,3.75,15382.0,United Kingdom,15.0
566115,22753,SMALL YELLOW BABUSHKA NOTEBOOK ,12,2011-09-09 10:51:00,0.85,12674.0,France,10.2
545655,22318,FIVE HEART HANGING DECORATION,1,2011-03-04 13:58:00,2.95,14670.0,United Kingdom,2.95
554695,23203,JUMBO BAG DOILEY PATTERNS,10,2011-05-25 17:12:00,2.08,16161.0,United Kingdom,20.8
567202,22751,FELTCRAFT PRINCESS OLIVIA DOLL,4,2011-09-19 10:36:00,3.75,13325.0,United Kingdom,15.0
541268,22457,NATURAL SLATE HEART CHALKBOARD ,3,2011-01-17 10:52:00,2.95,12872.0,United Kingdom,8.850000000000001
573411,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,12,2011-10-30 16:10:00,2.95,13870.0,United Kingdom,35.400000000000006
552372,85016,SET OF 6 VINTAGE NOTELETS KIT,24,2011-05-09 12:29:00,0.65,13394.0,United Kingdom,15.6
576912,21314,SMALL GLASS HEART TRINKET POT,48,2011-11-17 10:01:00,1.85,13756.0,United Kingdom,88.80000000000001
560694,21929,JUMBO BAG PINK VINTAGE PAISLEY,20,2011-07-20 12:05:00,2.08,12757.0,Portugal,41.6
565850,23400,SHELF WITH 4 HOOKS HOME SWEET HOME,2,2011-09-07 12:55:00,6.25,14530.0,United Kingdom,12.5
576051,22963,JAM JAR WITH GREEN LID,12,2011-11-13 14:45:00,0.85,14911.0,EIRE,10.2
550351,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,12,2011-04-18 10:20:00,0.85,15491.0,United Kingdom,10.2
547052,21181,PLEASE ONE PERSON METAL SIGN,4,2011-03-20 12:07:00,2.1,18225.0,United Kingdom,8.4
537126,21218,RED SPOTTY BISCUIT TIN,1,2010-12-05 12:13:00,3.75,18118.0,United Kingdom,3.75
553368,48188,DOORMAT WELCOME PUPPIES,100,2011-05-16 14:24:00,4.58,18102.0,United Kingdom,458.0
579196,22965,3 TRADITIONAl BISCUIT CUTTERS  SET,1,2011-11-28 15:54:00,4.13,14096.0,United Kingdom,4.13
575482,23090,VINTAGE GLASS T-LIGHT HOLDER,12,2011-11-09 16:33:00,0.83,15916.0,United Kingdom,9.96
580469,23004,TRAVEL CARD WALLET PANTRY,1,2011-12-04 12:32:00,0.42,14583.0,United Kingdom,0.42
571965,84997B,CHILDRENS CUTLERY RETROSPOT RED ,3,2011-10-20 10:41:00,4.15,17238.0,United Kingdom,12.45
558420,22617,BAKING SET SPACEBOY DESIGN,2,2011-06-29 11:46:00,4.95,14577.0,United Kingdom,9.9
561870,21381,MINI WOODEN HAPPY BIRTHDAY GARLAND,12,2011-07-31 11:45:00,1.69,14911.0,EIRE,20.28
554545,22993,SET OF 4 PANTRY JELLY MOULDS,12,2011-05-25 09:35:00,1.25,13102.0,United Kingdom,15.0
547488,22472,TV DINNER TRAY DOLLY GIRL,1,2011-03-23 11:30:00,4.95,13821.0,United Kingdom,4.95
539318,21981,PACK OF 12 WOODLAND TISSUES ,144,2010-12-16 19:09:00,0.29,12348.0,Finland,41.76
578944,23335,EGG FRYING PAN IVORY ,1,2011-11-27 13:41:00,2.08,16005.0,United Kingdom,2.08
564727,22047,EMPIRE GIFT WRAP,25,2011-08-28 12:31:00,0.42,16686.0,United Kingdom,10.5
539338,22721,SET OF 3 CAKE TINS SKETCHBOOK,3,2010-12-17 10:54:00,4.95,17404.0,Sweden,14.85
577495,21012,ANTIQUE ALL GLASS CANDLESTICK,2,2011-11-20 12:20:00,2.1,14704.0,United Kingdom,4.2
563750,21829,DINOSAUR KEYRINGS ASSORTED,72,2011-08-19 10:18:00,0.21,16122.0,United Kingdom,15.12
542142,15044D,RED PAPER PARASOL,18,2011-01-26 09:04:00,2.95,12971.0,United Kingdom,53.1
564256,23265,SET OF 3 WOODEN TREE DECORATIONS,4,2011-08-24 10:45:00,1.25,14796.0,United Kingdom,5.0
540533,20713,JUMBO BAG OWLS,3,2011-01-09 14:12:00,1.95,15005.0,United Kingdom,5.85
557293,23209,LUNCH BAG DOILEY PATTERN ,1,2011-06-19 13:26:00,1.65,16326.0,United Kingdom,1.65
550911,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,12,2011-04-21 13:11:00,0.85,12354.0,Spain,10.2
566188,23427,STOOL HOME SWEET HOME ,1,2011-09-09 13:14:00,12.5,14312.0,United Kingdom,12.5
569234,22063,CERAMIC BOWL WITH STRAWBERRY DESIGN,1,2011-10-02 15:33:00,2.95,17841.0,United Kingdom,2.95
566587,22274,FELTCRAFT DOLL EMILY,6,2011-09-13 14:30:00,2.95,14132.0,United Kingdom,17.700000000000003
556056,46000M,POLYESTER FILLER PAD 45x45cm,1,2011-06-08 13:35:00,1.55,17841.0,United Kingdom,1.55
571438,22897,OVEN MITT APPLES DESIGN,10,2011-10-17 13:25:00,1.45,15066.0,United Kingdom,14.5
567958,23308,SET OF 60 VINTAGE LEAF CAKE CASES ,24,2011-09-23 09:00:00,0.55,12619.0,Germany,13.2
569866,22737,RIBBON REEL CHRISTMAS PRESENT ,5,2011-10-06 14:50:00,1.65,12757.0,Portugal,8.25
576093,84596F,SMALL MARSHMALLOWS PINK BOWL,16,2011-11-14 09:05:00,0.42,17744.0,United Kingdom,6.72
561917,21172,PARTY METAL SIGN ,2,2011-08-01 11:57:00,1.45,16904.0,United Kingdom,2.9
577009,23460,SWEETHEART WALL TIDY ,2,2011-11-17 12:05:00,9.95,12749.0,United Kingdom,19.9
580635,23517,EMBROIDERED RIBBON REEL REBECCA ,1,2011-12-05 12:30:00,2.89,14649.0,United Kingdom,2.89
541436,21756,BATH BUILDING BLOCK WORD,6,2011-01-18 10:41:00,5.95,15291.0,United Kingdom,35.7
580311,23234,BISCUIT TIN VINTAGE CHRISTMAS,6,2011-12-02 14:48:00,2.89,18245.0,United Kingdom,17.34
578664,23571,TRADITIONAL NAUGHTS & CROSSES,2,2011-11-24 16:59:00,1.65,15910.0,United Kingdom,3.3
540647,21733,RED HANGING HEART T-LIGHT HOLDER,3,2011-01-10 14:57:00,2.95,17406.0,United Kingdom,8.850000000000001
551085,21212,PACK OF 72 RETROSPOT CAKE CASES,24,2011-04-26 12:29:00,0.55,14854.0,United Kingdom,13.2
570458,20754,RETROSPOT RED WASHING UP GLOVES,4,2011-10-10 15:39:00,2.1,14535.0,United Kingdom,8.4
579387,22361,GLASS JAR DAISY FRESH COTTON WOOL,1,2011-11-29 12:06:00,2.95,14452.0,United Kingdom,2.95
555744,21670,BLUE SPOT CERAMIC DRAWER KNOB,12,2011-06-07 10:44:00,1.25,18072.0,United Kingdom,15.0
566424,22037,ROBOT BIRTHDAY CARD,12,2011-09-12 14:15:00,0.42,13309.0,United Kingdom,5.04
579399,23365,SET 12 COLOUR PENCILS LOVE LONDON,3,2011-11-29 12:09:00,0.65,13137.0,United Kingdom,1.95
538917,82494L,WOODEN FRAME ANTIQUE WHITE ,3,2010-12-15 10:57:00,2.95,17449.0,United Kingdom,8.850000000000001
580644,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,48,2011-12-05 13:10:00,0.29,16904.0,United Kingdom,13.919999999999998
578858,23493,VINTAGE DOILY TRAVEL SEWING KIT,4,2011-11-27 11:22:00,1.95,18145.0,United Kingdom,7.8
570793,23404,HOME SWEET HOME BLACKBOARD,6,2011-10-12 12:08:00,4.95,12444.0,Norway,29.700000000000003
561043,21385,IVORY HANGING DECORATION  HEART,24,2011-07-24 12:20:00,0.85,15708.0,United Kingdom,20.4
557743,84978,HANGING HEART JAR T-LIGHT HOLDER,12,2011-06-22 11:59:00,1.25,18155.0,United Kingdom,15.0
567310,21465,PINK FLOWER CROCHET FOOD COVER,2,2011-09-19 13:45:00,3.75,15504.0,United Kingdom,7.5
542360,22766,PHOTO FRAME CORNICE,4,2011-01-27 12:40:00,2.95,14701.0,United Kingdom,11.8
573510,23527,WALL ART ANIMALS AND NATURE ,1,2011-10-31 12:21:00,3.75,14808.0,United Kingdom,3.75
578856,23535,WALL ART BICYCLE SAFETY,4,2011-11-27 11:18:00,5.95,17769.0,United Kingdom,23.8
552643,85040A,S/4 PINK FLOWER CANDLES IN BOWL,1,2011-05-10 13:24:00,1.65,16791.0,United Kingdom,1.65
568183,81952V,ROUND PURPLE CLOCK WITH SUCKER,1,2011-09-25 13:47:00,0.19,13991.0,United Kingdom,0.19
567944,21428,SET3 BOOK BOX GREEN GINGHAM FLOWER ,3,2011-09-22 19:54:00,4.25,14562.0,United Kingdom,12.75
581425,20868,SILVER FABRIC MIRROR,1,2011-12-08 15:31:00,0.39,14796.0,United Kingdom,0.39
577773,23293,SET OF 12 FAIRY CAKE BAKING CASES,3,2011-11-21 15:57:00,0.83,16712.0,United Kingdom,2.49
581163,82484,WOOD BLACK BOARD ANT WHITE FINISH,36,2011-12-07 14:34:00,6.75,12747.0,United Kingdom,243.0
550766,21754,HOME BUILDING BLOCK WORD,6,2011-04-20 12:30:00,5.95,17463.0,United Kingdom,35.7
571283,23171,REGENCY TEA PLATE GREEN ,6,2011-10-16 13:51:00,1.65,16533.0,United Kingdom,9.9
553204,22920,HERB MARKER BASIL,1,2011-05-15 16:13:00,0.65,16877.0,United Kingdom,0.65
569134,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,6,2011-09-30 14:07:00,2.95,15411.0,United Kingdom,17.700000000000003
562688,22586,FELTCRAFT HAIRBAND PINK AND BLUE,4,2011-08-08 13:53:00,0.85,13869.0,United Kingdom,3.4
556303,22595,GINGHAM HEART DECORATION,12,2011-06-10 10:26:00,0.85,17064.0,United Kingdom,10.2
575117,85032B,BLOSSOM IMAGES GIFT WRAP SET,1,2011-11-08 14:22:00,0.65,12748.0,United Kingdom,0.65
575840,22379,RECYCLING BAG RETROSPOT ,5,2011-11-11 11:56:00,2.1,13137.0,United Kingdom,10.5
572122,23485,BOTANICAL GARDENS WALL CLOCK ,4,2011-10-21 08:24:00,20.8,15969.0,United Kingdom,83.2
567297,22844,VINTAGE CREAM DOG FOOD CONTAINER,2,2011-09-19 12:27:00,8.5,15594.0,United Kingdom,17.0
552246,20840,FRENCH FLORAL CUSHION COVER ,2,2011-05-06 19:44:00,0.85,12748.0,United Kingdom,1.7
578008,20677,PINK POLKADOT BOWL,2,2011-11-22 12:47:00,1.25,14657.0,United Kingdom,2.5
556491,22384,LUNCH BAG PINK POLKADOT,4,2011-06-12 14:15:00,1.65,16794.0,United Kingdom,6.6
543693,22470,HEART OF WICKER LARGE,24,2011-02-11 11:40:00,2.95,12897.0,United Kingdom,70.80000000000001
578995,23434,3 RAFFIA RIBBONS 50'S CHRISTMAS ,6,2011-11-27 15:59:00,0.79,15861.0,United Kingdom,4.74
542303,22423,REGENCY CAKESTAND 3 TIER,14,2011-01-27 11:05:00,12.75,12539.0,Spain,178.5
566959,23390,DOLLY GIRL MINI BACKPACK,2,2011-09-15 17:00:00,4.15,17530.0,United Kingdom,8.3
561642,22903,CALENDAR FAMILY FAVOURITES,3,2011-07-28 15:04:00,2.95,17965.0,United Kingdom,8.850000000000001
555559,21936,RED RETROSPOT PICNIC BAG,5,2011-06-05 14:18:00,2.95,13862.0,United Kingdom,14.75
552574,21670,BLUE SPOT CERAMIC DRAWER KNOB,96,2011-05-10 12:20:00,1.06,15311.0,United Kingdom,101.76
545722,79321,CHILLI LIGHTS,96,2011-03-07 11:06:00,4.95,16013.0,United Kingdom,475.2000000000001
552824,23206,LUNCH BAG APPLE DESIGN,10,2011-05-11 13:16:00,1.65,14056.0,United Kingdom,16.5
569326,23356,LOVE HOT WATER BOTTLE,3,2011-10-03 12:47:00,5.95,14360.0,United Kingdom,17.85
575915,22866,HAND WARMER SCOTTY DOG DESIGN,96,2011-11-11 16:33:00,1.85,15903.0,United Kingdom,177.60000000000002
566269,84378,SET OF 3 HEART COOKIE CUTTERS,1,2011-09-11 13:39:00,1.45,17864.0,United Kingdom,1.45
571296,22973,CHILDREN'S CIRCUS PARADE MUG,2,2011-10-16 16:13:00,1.65,13760.0,United Kingdom,3.3
546108,21634,ASSORTED MINI MADRAS NOTEBOOK,12,2011-03-09 12:35:00,1.25,15529.0,United Kingdom,15.0
574907,22796,PHOTO FRAME 3 CLASSIC HANGING,2,2011-11-07 15:33:00,9.95,17043.0,United Kingdom,19.9
546912,22356,CHARLOTTE BAG PINK POLKADOT,4,2011-03-17 20:12:00,0.85,15861.0,United Kingdom,3.4
536874,22451,SILK PURSE BABUSHKA RED,1,2010-12-03 11:35:00,3.35,16891.0,United Kingdom,3.35
568193,21164,HOME SWEET HOME METAL SIGN ,2,2011-09-25 14:37:00,2.95,17107.0,United Kingdom,5.9
556045,22197,SMALL POPCORN HOLDER,12,2011-06-08 12:54:00,0.85,15764.0,United Kingdom,10.2
561382,22377,BOTTLE BAG RETROSPOT ,2,2011-07-26 17:27:00,2.1,16750.0,United Kingdom,4.2
548371,22933,BAKING MOULD EASTER EGG MILK CHOC,2,2011-03-30 16:28:00,2.95,17757.0,United Kingdom,5.9
573265,22470,HEART OF WICKER LARGE,6,2011-10-28 12:39:00,2.95,16150.0,United Kingdom,17.700000000000003
554065,22757,LARGE RED BABUSHKA NOTEBOOK ,12,2011-05-22 10:39:00,1.25,18287.0,United Kingdom,15.0
549316,22467,GUMBALL COAT RACK,36,2011-04-08 09:54:00,2.1,12705.0,Germany,75.60000000000001
560454,22150,3 STRIPEY MICE FELTCRAFT,12,2011-07-19 10:06:00,1.95,12947.0,United Kingdom,23.4
571303,20723,STRAWBERRY CHARLOTTE BAG,10,2011-10-17 09:36:00,0.85,13875.0,United Kingdom,8.5
542788,22148,EASTER CRAFT 4 CHICKS ,24,2011-02-01 10:37:00,1.95,16570.0,United Kingdom,46.8
548987,21212,PACK OF 72 RETROSPOT CAKE CASES,2,2011-04-05 12:50:00,0.55,14535.0,United Kingdom,1.1
568066,85173,SET/6 FROG PRINCE T-LIGHT CANDLES,1,2011-09-23 13:48:00,2.55,14529.0,United Kingdom,2.55
558771,23140,TRIPLE WIRE HOOK IVORY HEART,2,2011-07-03 15:53:00,4.15,17105.0,United Kingdom,8.3
572886,22630,DOLLY GIRL LUNCH BOX,12,2011-10-26 13:46:00,1.95,12448.0,Spain,23.4
557322,22138,BAKING SET 9 PIECE RETROSPOT ,6,2011-06-20 09:04:00,4.95,17444.0,Canada,29.700000000000003
578109,22321,BIRD DECORATION RED RETROSPOT,12,2011-11-23 09:22:00,0.85,14020.0,United Kingdom,10.2
543657,22748,POPPY'S PLAYHOUSE KITCHEN,6,2011-02-11 10:38:00,2.1,15133.0,United Kingdom,12.6
540278,21430,SET/3 RED GINGHAM ROSE STORAGE BOX,2,2011-01-06 12:31:00,3.75,15719.0,United Kingdom,7.5
550823,22427,ENAMEL FLOWER JUG CREAM,24,2011-04-21 09:36:00,5.45,16133.0,United Kingdom,130.8
554827,23102,SILVER HEARTS TABLE DECORATION,72,2011-05-26 15:19:00,0.72,14646.0,Netherlands,51.84
564216,22908,PACK OF 20 NAPKINS RED APPLES,12,2011-08-24 09:23:00,0.85,12642.0,Germany,10.2
560047,84978,HANGING HEART JAR T-LIGHT HOLDER,6,2011-07-14 15:01:00,1.25,17259.0,United Kingdom,7.5
550958,85144,JARDIN ETCHED GLASS CHEESE DISH,12,2011-04-21 16:37:00,1.95,15281.0,United Kingdom,23.4
545314,22376,AIRLINE BAG VINTAGE JET SET WHITE,4,2011-03-01 14:11:00,4.25,12866.0,Belgium,17.0
548666,22842,BISCUIT TIN VINTAGE RED,3,2011-04-01 14:58:00,6.75,13124.0,United Kingdom,20.25
561485,22677,FRENCH BLUE METAL DOOR SIGN 2,1,2011-07-27 13:42:00,1.25,17841.0,United Kingdom,1.25
575318,23319,BOX OF 6 MINI 50'S CRACKERS,6,2011-11-09 13:17:00,2.49,14921.0,United Kingdom,14.94
542932,84970S,HANGING HEART ZINC T-LIGHT HOLDER,24,2011-02-02 10:54:00,0.85,13089.0,United Kingdom,20.4
558639,21936,RED RETROSPOT PICNIC BAG,10,2011-07-01 08:55:00,2.95,13492.0,Switzerland,29.5
552803,22763,KEY CABINET MA CAMPAGNE,1,2011-05-11 12:32:00,9.95,14573.0,United Kingdom,9.95
564061,21929,JUMBO BAG PINK VINTAGE PAISLEY,2,2011-08-22 14:38:00,2.08,14505.0,United Kingdom,4.16
578289,21042,RED RETROSPOT APRON ,3,2011-11-23 14:07:00,5.95,17841.0,United Kingdom,17.85
547005,22570,FELTCRAFT CUSHION RABBIT,4,2011-03-18 14:20:00,3.75,12474.0,Germany,15.0
542393,72807C,SET/3 VANILLA SCENTED CANDLE IN BOX,1,2011-01-27 15:02:00,4.25,18125.0,United Kingdom,4.25
559824,22625,RED KITCHEN SCALES,1,2011-07-12 17:23:00,8.5,17576.0,United Kingdom,8.5
566035,20724,RED RETROSPOT CHARLOTTE BAG,10,2011-09-08 13:17:00,0.85,12839.0,United Kingdom,8.5
559551,22228,BUNNY WOODEN PAINTED WITH BIRD ,1,2011-07-10 16:18:00,0.39,16877.0,United Kingdom,0.39
555240,47599B,BLUE PARTY BAGS ,3,2011-06-01 13:07:00,2.1,15039.0,United Kingdom,6.300000000000001
566408,22364,GLASS JAR DIGESTIVE BISCUITS,2,2011-09-12 13:43:00,2.95,16984.0,United Kingdom,5.9
575063,21930,JUMBO STORAGE BAG SKULLS,1,2011-11-08 12:32:00,2.08,16764.0,United Kingdom,2.08
552038,20725,LUNCH BAG RED RETROSPOT,50,2011-05-06 08:08:00,1.65,14156.0,EIRE,82.5
553224,20974,12 PENCILS SMALL TUBE SKULL,12,2011-05-16 10:40:00,0.65,17228.0,United Kingdom,7.800000000000001
568222,22563,HAPPY STENCIL CRAFT,12,2011-09-26 10:06:00,1.25,16603.0,United Kingdom,15.0
577056,90160D,PINK BOUDICCA LARGE BRACELET,10,2011-11-17 14:24:00,6.95,17985.0,United Kingdom,69.5
561066,22900,SET 2 TEA TOWELS I LOVE LONDON ,2,2011-07-24 14:21:00,3.25,16710.0,United Kingdom,6.5
542870,22817,CARD SUKI BIRTHDAY,12,2011-02-01 12:29:00,0.42,15203.0,United Kingdom,5.04
551533,84692,BOX OF 24 COCKTAIL PARASOLS,1,2011-05-01 14:58:00,0.42,15407.0,United Kingdom,0.42
